Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
[2069]   0.0    0.00    0.00      60         std::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [2069]
-----------------------------------------------
                0.00    0.00       6/40          pmInt() [7]
                0.00    0.00      34/40          void std::_Destroy<Ofts<Ofs<doublecomplex > > >(Ofts<Ofs<doublecomplex > >*) [2071]
[2070]   0.0    0.00    0.00      40         Ofts<Ofs<doublecomplex > >::~Ofts() [2070]
                0.00    0.00     280/280         Oftsh<Ofs<doublecomplex > >::~Oftsh() [2065]
-----------------------------------------------
                0.00    0.00      34/34          void std::_Destroy_aux<false>::__destroy<Ofts<Ofs<doublecomplex > >*>(Ofts<Ofs<doublecomplex > >*, Ofts<Ofs<doublecomplex > >*) [2087]
[2071]   0.0    0.00    0.00      34         void std::_Destroy<Ofts<Ofs<doublecomplex > > >(Ofts<Ofs<doublecomplex > >*) [2071]
                0.00    0.00      34/40          Ofts<Ofs<doublecomplex > >::~Ofts() [2070]
-----------------------------------------------
                0.00    0.00      34/34          void std::_Construct<Ofts<Ofs<doublecomplex > >, Ofts<Ofs<doublecomplex > > >(Ofts<Ofs<doublecomplex > >*, Ofts<Ofs<doublecomplex > > const&) [11]
[2072]   0.0    0.00    0.00      34         operator new(unsigned long, void*) [2072]
-----------------------------------------------
                0.00    0.00      12/12          std::allocator<Ofts<Ofs<doublecomplex > > >::~allocator() [2074]
[2073]   0.0    0.00    0.00      12         __gnu_cxx::new_allocator<Ofts<Ofs<doublecomplex > > >::~new_allocator() [2073]
-----------------------------------------------
                0.00    0.00       6/12          std::_Vector_base<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >::_Vector_impl::~_Vector_impl() [2090]
                0.00    0.00       6/12          pmInt() [7]
[2074]   0.0    0.00    0.00      12         std::allocator<Ofts<Ofs<doublecomplex > > >::~allocator() [2074]
                0.00    0.00      12/12          __gnu_cxx::new_allocator<Ofts<Ofs<doublecomplex > > >::~new_allocator() [2073]
-----------------------------------------------
                0.00    0.00      12/12          std::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(char const*, std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [2077]
[2075]   0.0    0.00    0.00      12         std::char_traits<char>::length(char const*) [2075]
-----------------------------------------------
                0.00    0.00       6/12          std::vector<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >::~vector() [2095]
                0.00    0.00       6/12          std::vector<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >::_M_fill_initialize(unsigned long, Ofts<Ofs<doublecomplex > > const&) [13]
[2076]   0.0    0.00    0.00      12         std::_Vector_base<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >::_M_get_Tp_allocator() [2076]
-----------------------------------------------
                0.00    0.00       4/12          pmInt() [7]
                0.00    0.00       8/12          OrbitPlot(doublecomplex  const*, std::vector<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >&, std::vector<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >&, std::vector<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >&, std::vector<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >&, Ofs<doublecomplex >&, double, gsl_odeiv2_driver_struct*, gsl_odeiv2_driver_struct*, gnuplot_ctrl*, gnuplot_ctrl*, gnuplot_ctrl*, gnuplot_ctrl*, double*, int, int, QBFBP&, int) [8]
[2077]   0.0    0.00    0.00      12         std::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(char const*, std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [2077]
                0.00    0.00      12/12          std::char_traits<char>::length(char const*) [2075]
-----------------------------------------------
                0.00    0.00      10/10          init_libp(LibrationPoint*, CR3BP, int) [2079]
[2078]   0.0    0.00    0.00      10         energy(double*, double) [2078]
-----------------------------------------------
                0.00    0.00      10/10          init_CR3BP(CR3BP*, int, int) [2099]
[2079]   0.0    0.00    0.00      10         init_libp(LibrationPoint*, CR3BP, int) [2079]
                0.00    0.00      10/10          energy(double*, double) [2078]
-----------------------------------------------
                0.00    0.00       6/6           std::_Vector_base<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >::_M_deallocate(Ofts<Ofs<doublecomplex > >*, unsigned long) [2091]
[2080]   0.0    0.00    0.00       6         __gnu_cxx::new_allocator<Ofts<Ofs<doublecomplex > > >::deallocate(Ofts<Ofs<doublecomplex > >*, unsigned long) [2080]
-----------------------------------------------
                0.00    0.00       6/6           std::_Vector_base<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >::_M_allocate(unsigned long) [2088]
[2081]   0.0    0.00    0.00       6         __gnu_cxx::new_allocator<Ofts<Ofs<doublecomplex > > >::allocate(unsigned long, void const*) [2081]
                0.00    0.00       6/6           __gnu_cxx::new_allocator<Ofts<Ofs<doublecomplex > > >::max_size() const [2084]
-----------------------------------------------
                0.00    0.00       6/6           std::allocator<Ofts<Ofs<doublecomplex > > >::allocator(std::allocator<Ofts<Ofs<doublecomplex > > > const&) [2085]
[2082]   0.0    0.00    0.00       6         __gnu_cxx::new_allocator<Ofts<Ofs<doublecomplex > > >::new_allocator(__gnu_cxx::new_allocator<Ofts<Ofs<doublecomplex > > > const&) [2082]
-----------------------------------------------
                0.00    0.00       6/6           std::allocator<Ofts<Ofs<doublecomplex > > >::allocator() [2086]
[2083]   0.0    0.00    0.00       6         __gnu_cxx::new_allocator<Ofts<Ofs<doublecomplex > > >::new_allocator() [2083]
-----------------------------------------------
                0.00    0.00       6/6           __gnu_cxx::new_allocator<Ofts<Ofs<doublecomplex > > >::allocate(unsigned long, void const*) [2081]
[2084]   0.0    0.00    0.00       6         __gnu_cxx::new_allocator<Ofts<Ofs<doublecomplex > > >::max_size() const [2084]
-----------------------------------------------
                0.00    0.00       6/6           std::_Vector_base<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >::_Vector_impl::_Vector_impl(std::allocator<Ofts<Ofs<doublecomplex > > > const&) [2089]
[2085]   0.0    0.00    0.00       6         std::allocator<Ofts<Ofs<doublecomplex > > >::allocator(std::allocator<Ofts<Ofs<doublecomplex > > > const&) [2085]
                0.00    0.00       6/6           __gnu_cxx::new_allocator<Ofts<Ofs<doublecomplex > > >::new_allocator(__gnu_cxx::new_allocator<Ofts<Ofs<doublecomplex > > > const&) [2082]
-----------------------------------------------
                0.00    0.00       6/6           pmInt() [7]
[2086]   0.0    0.00    0.00       6         std::allocator<Ofts<Ofs<doublecomplex > > >::allocator() [2086]
                0.00    0.00       6/6           __gnu_cxx::new_allocator<Ofts<Ofs<doublecomplex > > >::new_allocator() [2083]
-----------------------------------------------
                0.00    0.00       6/6           void std::_Destroy<Ofts<Ofs<doublecomplex > >*>(Ofts<Ofs<doublecomplex > >*, Ofts<Ofs<doublecomplex > >*) [2096]
[2087]   0.0    0.00    0.00       6         void std::_Destroy_aux<false>::__destroy<Ofts<Ofs<doublecomplex > >*>(Ofts<Ofs<doublecomplex > >*, Ofts<Ofs<doublecomplex > >*) [2087]
                0.00    0.00      34/34          void std::_Destroy<Ofts<Ofs<doublecomplex > > >(Ofts<Ofs<doublecomplex > >*) [2071]
                0.00    0.00      34/68          Ofts<Ofs<doublecomplex > >* std::__addressof<Ofts<Ofs<doublecomplex > > >(Ofts<Ofs<doublecomplex > >&) [2068]
-----------------------------------------------
                0.00    0.00       6/6           std::_Vector_base<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >::_M_create_storage(unsigned long) [2092]
[2088]   0.0    0.00    0.00       6         std::_Vector_base<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >::_M_allocate(unsigned long) [2088]
                0.00    0.00       6/6           __gnu_cxx::new_allocator<Ofts<Ofs<doublecomplex > > >::allocate(unsigned long, void const*) [2081]
-----------------------------------------------
                0.00    0.00       6/6           std::_Vector_base<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >::_Vector_base(unsigned long, std::allocator<Ofts<Ofs<doublecomplex > > > const&) [2093]
[2089]   0.0    0.00    0.00       6         std::_Vector_base<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >::_Vector_impl::_Vector_impl(std::allocator<Ofts<Ofs<doublecomplex > > > const&) [2089]
                0.00    0.00       6/6           std::allocator<Ofts<Ofs<doublecomplex > > >::allocator(std::allocator<Ofts<Ofs<doublecomplex > > > const&) [2085]
-----------------------------------------------
                0.00    0.00       6/6           std::_Vector_base<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >::~_Vector_base() [2094]
[2090]   0.0    0.00    0.00       6         std::_Vector_base<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >::_Vector_impl::~_Vector_impl() [2090]
                0.00    0.00       6/12          std::allocator<Ofts<Ofs<doublecomplex > > >::~allocator() [2074]
-----------------------------------------------
                0.00    0.00       6/6           std::_Vector_base<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >::~_Vector_base() [2094]
[2091]   0.0    0.00    0.00       6         std::_Vector_base<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >::_M_deallocate(Ofts<Ofs<doublecomplex > >*, unsigned long) [2091]
                0.00    0.00       6/6           __gnu_cxx::new_allocator<Ofts<Ofs<doublecomplex > > >::deallocate(Ofts<Ofs<doublecomplex > >*, unsigned long) [2080]
-----------------------------------------------
                0.00    0.00       6/6           std::_Vector_base<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >::_Vector_base(unsigned long, std::allocator<Ofts<Ofs<doublecomplex > > > const&) [2093]
[2092]   0.0    0.00    0.00       6         std::_Vector_base<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >::_M_create_storage(unsigned long) [2092]
                0.00    0.00       6/6           std::_Vector_base<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >::_M_allocate(unsigned long) [2088]
-----------------------------------------------
                0.00    0.00       6/6           std::vector<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >::vector(unsigned long, Ofts<Ofs<doublecomplex > > const&, std::allocator<Ofts<Ofs<doublecomplex > > > const&) [14]
[2093]   0.0    0.00    0.00       6         std::_Vector_base<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >::_Vector_base(unsigned long, std::allocator<Ofts<Ofs<doublecomplex > > > const&) [2093]
                0.00    0.00       6/6           std::_Vector_base<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >::_Vector_impl::_Vector_impl(std::allocator<Ofts<Ofs<doublecomplex > > > const&) [2089]
                0.00    0.00       6/6           std::_Vector_base<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >::_M_create_storage(unsigned long) [2092]
-----------------------------------------------
                0.00    0.00       6/6           std::vector<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >::~vector() [2095]
[2094]   0.0    0.00    0.00       6         std::_Vector_base<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >::~_Vector_base() [2094]
                0.00    0.00       6/6           std::_Vector_base<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >::_Vector_impl::~_Vector_impl() [2090]
                0.00    0.00       6/6           std::_Vector_base<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >::_M_deallocate(Ofts<Ofs<doublecomplex > >*, unsigned long) [2091]
-----------------------------------------------
                0.00    0.00       6/6           pmInt() [7]
[2095]   0.0    0.00    0.00       6         std::vector<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >::~vector() [2095]
                0.00    0.00       6/12          std::_Vector_base<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >::_M_get_Tp_allocator() [2076]
                0.00    0.00       6/6           void std::_Destroy<Ofts<Ofs<doublecomplex > >*, Ofts<Ofs<doublecomplex > > >(Ofts<Ofs<doublecomplex > >*, Ofts<Ofs<doublecomplex > >*, std::allocator<Ofts<Ofs<doublecomplex > > >&) [2097]
                0.00    0.00       6/6           std::_Vector_base<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >::~_Vector_base() [2094]
-----------------------------------------------
                0.00    0.00       6/6           void std::_Destroy<Ofts<Ofs<doublecomplex > >*, Ofts<Ofs<doublecomplex > > >(Ofts<Ofs<doublecomplex > >*, Ofts<Ofs<doublecomplex > >*, std::allocator<Ofts<Ofs<doublecomplex > > >&) [2097]
[2096]   0.0    0.00    0.00       6         void std::_Destroy<Ofts<Ofs<doublecomplex > >*>(Ofts<Ofs<doublecomplex > >*, Ofts<Ofs<doublecomplex > >*) [2096]
                0.00    0.00       6/6           void std::_Destroy_aux<false>::__destroy<Ofts<Ofs<doublecomplex > >*>(Ofts<Ofs<doublecomplex > >*, Ofts<Ofs<doublecomplex > >*) [2087]
-----------------------------------------------
                0.00    0.00       6/6           std::vector<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >::~vector() [2095]
[2097]   0.0    0.00    0.00       6         void std::_Destroy<Ofts<Ofs<doublecomplex > >*, Ofts<Ofs<doublecomplex > > >(Ofts<Ofs<doublecomplex > >*, Ofts<Ofs<doublecomplex > >*, std::allocator<Ofts<Ofs<doublecomplex > > >&) [2097]
                0.00    0.00       6/6           void std::_Destroy<Ofts<Ofs<doublecomplex > >*>(Ofts<Ofs<doublecomplex > >*, Ofts<Ofs<doublecomplex > >*) [2096]
-----------------------------------------------
                0.00    0.00       4/4           init_CR3BP(CR3BP*, int, int) [2099]
[2098]   0.0    0.00    0.00       4         init_body(Body*, int) [2098]
-----------------------------------------------
                0.00    0.00       2/2           init_QBFBP(QBFBP*, int, int, int) [2115]
[2099]   0.0    0.00    0.00       2         init_CR3BP(CR3BP*, int, int) [2099]
                0.00    0.00      10/10          init_libp(LibrationPoint*, CR3BP, int) [2079]
                0.00    0.00       4/4           init_body(Body*, int) [2098]
-----------------------------------------------
                0.00    0.00       2/2           init_QBFBP(QBFBP_L*, QBFBP*, int, int, int) [2116]
[2100]   0.0    0.00    0.00       2         coefRetrieving(std::string, double*, int, int) [2100]
                0.00    0.00      16/60          std::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [2069]
                0.00    0.00      16/102         std::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [2067]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [2923]
[2101]   0.0    0.00    0.00       1         _GLOBAL__sub_I__Z10init_CR3BPP5CR3BPii [2101]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [2120]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [2923]
[2102]   0.0    0.00    0.00       1         _GLOBAL__sub_I__Z10oftsh_testv [2102]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [2131]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [2923]
[2103]   0.0    0.00    0.00       1         _GLOBAL__sub_I__Z14custom_odezeroPdS_dP20custom_ode_structure [2103]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [2124]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [2923]
[2104]   0.0    0.00    0.00       1         _GLOBAL__sub_I__Z15oneVariableTestii [2104]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [2128]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [2923]
[2105]   0.0    0.00    0.00       1         _GLOBAL__sub_I__Z4nfo2v [2105]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [2123]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [2923]
[2106]   0.0    0.00    0.00       1         _GLOBAL__sub_I__Z5ENormPCdi [2106]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [2125]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [2923]
[2107]   0.0    0.00    0.00       1         _GLOBAL__sub_I__Z5qbtbpi [2107]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [2127]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [2923]
[2108]   0.0    0.00    0.00       1         _GLOBAL__sub_I__Z7odePlotPKddP24gsl_odeiv2_driver_structP12gnuplot_ctrlii [2108]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [2121]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [2923]
[2109]   0.0    0.00    0.00       1         _GLOBAL__sub_I__Z7readCOCR3OfsICdESsiii [2109]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [2119]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [2923]
[2110]   0.0    0.00    0.00       1         _GLOBAL__sub_I__Z8ofs_testv [2110]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [2129]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [2923]
[2111]   0.0    0.00    0.00       1         _GLOBAL__sub_I__Z8qbfbp_vfdPKdPdPv [2111]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [2126]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [2923]
[2112]   0.0    0.00    0.00       1         _GLOBAL__sub_I__Z9ofts_testv [2112]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [2130]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [2923]
[2113]   0.0    0.00    0.00       1         _GLOBAL__sub_I__ZN4FTDA3norE [2113]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [2122]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [2923]
[2114]   0.0    0.00    0.00       1         _GLOBAL__sub_I_main [2114]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [2118]
-----------------------------------------------
                0.00    0.00       1/1           pmInt() [7]
[2115]   0.0    0.00    0.00       1         init_QBFBP(QBFBP*, int, int, int) [2115]
                0.00    0.00       2/2           init_CR3BP(CR3BP*, int, int) [2099]
-----------------------------------------------
                0.00    0.00       1/1           pmInt() [7]
[2116]   0.0    0.00    0.00       1         init_QBFBP(QBFBP_L*, QBFBP*, int, int, int) [2116]
                0.00    0.00       2/2           coefRetrieving(std::string, double*, int, int) [2100]
                0.00    0.00       1/1           cn(QBFBP_L&, int) [2117]
-----------------------------------------------
                0.00    0.00       1/1           init_QBFBP(QBFBP_L*, QBFBP*, int, int, int) [2116]
[2117]   0.0    0.00    0.00       1         cn(QBFBP_L&, int) [2117]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I_main [2114]
[2118]   0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [2118]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__Z7readCOCR3OfsICdESsiii [2109]
[2119]   0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [2119]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__Z10init_CR3BPP5CR3BPii [2101]
[2120]   0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [2120]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__Z7odePlotPKddP24gsl_odeiv2_driver_structP12gnuplot_ctrlii [2108]
[2121]   0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [2121]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__ZN4FTDA3norE [2113]
[2122]   0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [2122]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__Z4nfo2v [2105]
[2123]   0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [2123]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__Z14custom_odezeroPdS_dP20custom_ode_structure [2103]
[2124]   0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [2124]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__Z5ENormPCdi [2106]
[2125]   0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [2125]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__Z8qbfbp_vfdPKdPdPv [2111]
[2126]   0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [2126]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__Z5qbtbpi [2107]
[2127]   0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [2127]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__Z15oneVariableTestii [2104]
[2128]   0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [2128]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__Z8ofs_testv [2110]
[2129]   0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [2129]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__Z9ofts_testv [2112]
[2130]   0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [2130]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__Z10oftsh_testv [2102]
[2131]   0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [2131]
-----------------------------------------------
                0.00    0.00       1/1           OrbitPlot(doublecomplex  const*, std::vector<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >&, std::vector<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >&, std::vector<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >&, std::vector<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >&, Ofs<doublecomplex >&, double, gsl_odeiv2_driver_struct*, gsl_odeiv2_driver_struct*, gnuplot_ctrl*, gnuplot_ctrl*, gnuplot_ctrl*, gnuplot_ctrl*, double*, int, int, QBFBP&, int) [8]
[2132]   0.0    0.00    0.00       1         ENorm(doublecomplex *, int) [2132]
-----------------------------------------------
                0.00    0.00       1/1           main [6]
[2133]   0.0    0.00    0.00       1         FTDA::init(int, int) [2133]
-----------------------------------------------
                0.00    0.00       1/1           std::showpos(std::ios_base&) [2877]
[2134]   0.0    0.00    0.00       1         std::ios_base::setf(std::_Ios_Fmtflags) [2134]
                0.00    0.00       1/1           std::operator|=(std::_Ios_Fmtflags&, std::_Ios_Fmtflags) [2138]
-----------------------------------------------
                0.00    0.00       1/1           pmInt() [7]
[2135]   0.0    0.00    0.00       1         std::setiosflags(std::_Ios_Fmtflags) [2135]
-----------------------------------------------
                0.00    0.00       1/1           pmInt() [7]
[2136]   0.0    0.00    0.00       1         std::setprecision(int) [2136]
-----------------------------------------------
                0.00    0.00       1/1           main [6]
[2137]   0.0    0.00    0.00       1         int const& std::max<int>(int const&, int const&) [2137]
-----------------------------------------------
                0.00    0.00       1/1           std::ios_base::setf(std::_Ios_Fmtflags) [2134]
[2138]   0.0    0.00    0.00       1         std::operator|=(std::_Ios_Fmtflags&, std::_Ios_Fmtflags) [2138]
                0.00    0.00       1/1           std::operator|(std::_Ios_Fmtflags, std::_Ios_Fmtflags) [2139]
-----------------------------------------------
                0.00    0.00       1/1           std::operator|=(std::_Ios_Fmtflags&, std::_Ios_Fmtflags) [2138]
[2139]   0.0    0.00    0.00       1         std::operator|(std::_Ios_Fmtflags, std::_Ios_Fmtflags) [2139]
-----------------------------------------------

 This table describes the call tree of the program, and was sorted by
 the total amount of time spent in each function and its children.

 Each entry in this table consists of several lines.  The line with the
 index number at the left hand margin lists the current function.
 The lines above it list the functions that called this function,
 and the lines below it list the functions this one called.
 This line lists:
     index	A unique number given to each element of the table.
		Index numbers are sorted numerically.
		The index number is printed next to every function name so
		it is easier to look up where the function is in the table.

     % time	This is the percentage of the `total' time that was spent
		in this function and its children.  Note that due to
		different viewpoints, functions excluded by options, etc,
		these numbers will NOT add up to 100%.

     self	This is the total amount of time spent in this function.

     children	This is the total amount of time propagated into this
		function by its children.

     called	This is the number of times the function was called.
		If the function called itself recursively, the number
		only includes non-recursive calls, and is followed by
		a `+' and the number of recursive calls.

     name	The name of the current function.  The index number is
		printed after it.  If the function is a member of a
		cycle, the cycle number is printed between the
		function's name and the index number.


 For the function's parents, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the function into this parent.

     children	This is the amount of time that was propagated from
		the function's children into this parent.

     called	This is the number of times this parent called the
		function `/' the total number of times the function
		was called.  Recursive calls to the function are not
		included in the number after the `/'.

     name	This is the name of the parent.  The parent's index
		number is printed after it.  If the parent is a
		member of a cycle, the cycle number is printed between
		the name and the index number.

 If the parents of the function cannot be determined, the word
 `<spontaneous>' is printed in the `name' field, and all the other
 fields are blank.

 For the function's children, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the child into the function.

     children	This is the amount of time that was propagated from the
		child's children to the function.

     called	This is the number of times the function called
		this child `/' the total number of times the child
		was called.  Recursive calls by the child are not
		listed in the number after the `/'.

     name	This is the name of the child.  The child's index
		number is printed after it.  If the child is a
		member of a cycle, the cycle number is printed
		between the name and the index number.

 If there are any cycles (circles) in the call graph, there is an
 entry for the cycle-as-a-whole.  This entry shows who called the
 cycle (as parents) and the members of the cycle (as children.)
 The `+' recursive calls entry shows the number of function calls that
 were internal to the cycle, and the calls entry for each member shows,
 for that member, how many times it was called from other members of
 the cycle.


Index by function name

 [2101] _GLOBAL__sub_I__Z10init_CR3BPP5CR3BPii (define_env.cpp) [2057] binomial(unsigned long, unsigned long) [2075] std::char_traits<char>::length(char const*)
 [2102] _GLOBAL__sub_I__Z10oftsh_testv (oftsh_test.cpp) [4] qbfbp_fh(double, double const*, double*, void*) [2087] void std::_Destroy_aux<false>::__destroy<Ofts<Ofs<doublecomplex > >*>(Ofts<Ofs<doublecomplex > >*, Ofts<Ofs<doublecomplex > >*)
 [2103] _GLOBAL__sub_I__Z14custom_odezeroPdS_dP20custom_ode_structure (odezero.cpp) [29] readOFTS(Ofts<Ofs<doublecomplex > >&, std::string, int) [2088] std::_Vector_base<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >::_M_allocate(unsigned long)
